CA_code,VA_code,estimate,ASE,flag
C13C,V32C,17.4,1.9,
C13C,V32D,5.1,1.1,
C13C,V33A,62,2.4,
C13C,V33B,72.5,2.1,
C13C,V34A,96.8,0.7,
C13C,V34B,95.7,0.9,
C13C,V34C,91.2,1.6,
C13C,V34D,95.9,0.9,
C13C,V34E,94.9,1,
C13C,V34F,90.6,1.4,
C13C,V35A,1.3,0.4,*
C13C,V35B,10.6,1.6,
C13C,V35C,21.6,1.7,
C13C,V35D,41.8,2.1,
C13C,V35E,24.8,2.1,
C13C,V35M,3.4,0,
C13C,V36A,5.6,1,
C13C,V36B,14.4,1.6,
C13C,V36C,34.6,2.1,
C13C,V36D,45.4,2.3,
C13C,V36M,8,0.1,
C13C,V37A,15.8,1.6,
C13C,V37B,31,2.2,
C13C,V37C,43.1,2.1,
C13C,V37D,10.1,1.4,
C13C,V37M,6.3,0.1,
C13C,V38A,20.5,1.9,
C13C,V38B,28.2,2.2,
C13C,V38C,35.6,2.2,
C13C,V38D,15.7,1.7,
C13C,V38M,6.2,0.1,
C13C,V39A,20.3,1.9,
C13C,V39B,31.5,2.3,
C13C,V39C,36.1,2.3,
C13C,V39D,12.1,1.5,
C13C,V39M,6.1,0.1,
C13C,V40A,28,1.8,
C13C,V40B,26.7,2.2,
C13C,V40C,31.6,2.2,
C13C,V40D,13.7,1.6,
C13C,V40M,5.8,0.1,
C13C,V41A,52.7,2.4,
C13C,V41B,28.7,2.1,
C13C,V41C,16.3,1.6,
C13C,V41D,2.3,0.9,*
C13C,V41M,4.1,0.1,
C13C,V42A,40.7,2.3,
C13C,V42B,32.1,2.2,
C13C,V42C,21.9,2.1,
C13C,V42D,5.3,1.1,
C13C,V42M,4.7,0.1,
C13C,V43A,12.1,1.5,
C13C,V43B,20.3,1.8,
C13C,V43C,37.3,1.9,
C13C,V43D,30.3,2.1,
C13C,V43M,7.1,0.1,
C13C,V44A,3.2,0.8,
C13C,V44B,5.2,1,
C13C,V44C,13,1.7,
C13C,V44D,45.7,2.7,
C13C,V44E,32.9,1.8,
C13C,V45A,59.4,2.2,
C13C,V45B,64.3,2,
C13C,V45C,48.2,2.3,
C13C,V45D,60.3,2.4,
C13C,V46A,85.9,1.7,
C13C,V46B,83.1,2.1,
C13C,V46C,87.6,1.6,
C13C,V46D,54.1,2.4,
C13C,V46E,82.8,1.7,
C13C,V46F,83.3,1.8,
C13C,V47A,70.7,2.1,
C13C,V48A,15,1.5,
C13C,V48B,26.7,2.4,
C13C,V48C,30,2,
C13C,V48D,20.4,2,
C13C,V48E,7.9,1.5,
C13C,V48M,1.8,0.1,
C13C,V49A,41.9,2.6,
C13C,V49B,78.3,2,
C13C,V49C,30,2.5,
C13C,V50A,11.2,1.7,
C13C,V50B,38.5,2.5,
C13C,V50C,21.3,1.9,
C13C,V50D,29,2.4,
C13C,V51A,16.5,1.7,
C13C,V51B,52.4,2.2,
C13C,V51C,16.9,1.7,
C13C,V51D,14.2,1.8,
C13C,V52A,42.1,2.7,
C13C,V52B,30.4,2.8,
C13C,V52C,24,2.3,
C13C,V52D,33.6,2.5,
C13C,V52E,10.5,1.7,
C13C,V52F,15.2,2.1,
C13C,V52G,20.9,2,
C13C,V52H,39.4,2.7,
C13C,V52I,7.9,1.5,
C13C,V52J,46.3,2.7,
C13C,V52K,11.9,1.7,
C13C,V52L,8.4,1.3,
C13C,V52M,12.1,1.9,
C13C,V52N,1.4,0.7,**
C13C,V53A,60.8,2.8,
C13C,V53B,35.1,2.7,
C13C,V53C,2.4,0.8,*
C13C,V53D,1.7,0.8,*
C13C,V54A,64.7,2.8,
C13C,V54B,32.6,2.7,
C13C,V54C,1.9,0.8,*
C13C,V54D,0.8,0.6,**
C13C,V00T,33.9,1.6,
C13C,V55A,85.4,1.3,
C13C,V55B,8.5,1.2,
C13C,V55C,2.8,0.7,
C13C,V55D,3.3,0.7,
C13C,V56A,49.8,2.5,
C13C,V56B,39.4,2.4,
C13C,V56C,5.3,1.1,
C13C,V56D,5.5,1.1,
C13C,V57A,16.6,1.8,
C13C,V58A,33.4,5.3,
C13C,V58B,22.3,4.3,
C13C,V58C,11.9,4.1,*
C13C,V58D,62.7,5.4,
C13C,V58E,12.7,4.2,*
C13C,V57B,14,1.8,
C13C,V59A,17.8,4.8,
C13C,V59B,74.9,5.5,
C13C,V59C,7.3,3.4,*
C13C,V59D,25.6,5.8,
C13C,V57C,9.4,1.2,
C13C,V60A,39.8,6.4,
C13C,V60B,30.8,7.1,
C13C,V60C,40.9,7.2,
C13C,V60D,59.3,7.7,
C13C,V60E,33.6,7,
C13C,V60F,23.7,5.3,
C13C,V60G,40,6.3,
C13C,V60H,36.1,6.7,
C13C,V60I,35.8,6.5,
C13C,V60J,12.9,4.5,*
C13C,V57D,11.1,1.6,
C13C,V61A,53.9,7.2,
C13C,V61B,73.7,6,
C13C,V61C,71.9,6.9,
C13C,V61D,62.8,7.5,
C13C,V61E,33.7,7.1,
C13C,V61F,37.2,6.3,
C13C,V61G,33.6,6.5,
C13C,V61H,2.9,2.4,**
C13C,V57E,55.9,2.3,
C13C,V62A,75.4,1.8,
C13C,V62B,65.2,1.9,
C13C,V62C,80.7,1.8,
C13C,V62D,51.4,2.3,
C13C,V63A,38.3,3.1,
C13C,V63B,18.2,2.7,
C13C,V63C,50.9,3,
C13C,V63D,25.2,3.1,
C13C,V63E,38.9,3.2,
C13C,V63F,11.6,1.9,
C13C,V63G,8.9,2,
C13C,V00T,33.9,1.6,
C13C,V64A,29,1.9,
C13C,V64B,42.5,2.2,
C13C,V64C,55.2,2.3,
C13C,V64D,44.8,2.3,
C13C,V65A,6242.2,900.7,
C13C,V65B,7079.8,941.5,
C13C,V65C,13322.1,1385.2,
C13C,V66A,15.4,2.2,
C13C,V66B,11.9,1.4,
C13C,V66C,17.3,1.6,
C13C,V67A,34.3,2.8,
C13C,V67B,19.1,2.6,
C13C,V67C,12.4,2.3,
C13C,V67D,7.3,1.6,
C13C,V67E,7.4,1.7,
C13C,V67F,19.5,2.3,
C13C,V68A,5.1,0.7,
C13C,V68B,7.4,1.4,
C13C,V68C,8,1.7,
C13C,V68D,6.9,1.6,
C13C,V68E,9.3,2.2,
C13C,V68F,63.3,4.2,
C13C,V69A,265.1,24.2,
C13C,V69B,147.3,23.9,
C13C,V69C,95.8,18.3,
C13C,V69D,56.7,13.4,
C13C,V69E,56.9,13.2,
C13C,V69F,150.2,18.4,
C13C,V70A,12,2.8,
C13C,V70B,31.3,4.5,
C13C,V70C,16.9,3.1,
C13C,V70D,30,4.5,
C13C,V70E,8.4,2.4,
C13C,V70F,10.1,2.7,
C13C,V70G,11.4,2.5,
C13C,V70H,14.5,2.8,
C13C,V70I,10.2,2.6,
C13C,V71A,7079.8,941.5,
C13C,V71B,704.1,230.4,*
C13C,V71C,1393.3,421.6,*
C13C,V71D,650.8,222.8,*
C13C,V71E,1088.9,274.2,
C13C,V71F,367.2,149.2,*
C13C,V71G,430.3,171.8,*
C13C,V71H,502.6,246,*
C13C,V71I,615.7,210.1,*
C13C,V71J,489.2,253,**
C13C,V71K,6242.2,900.7,
C13C,V71L,13322.1,1385.2,
C13C,V72A,10.1,1.7,
C13C,V72B,17.4,2.2,
C13C,V72C,9.6,1.5,
C13C,V72D,11.3,1.6,
C13C,V72E,11.1,1.7,
C13C,V72F,51.4,2.7,
C13C,V72G,3.1,1,*
C13C,V72H,8.1,1.5,
C13C,V72I,6.3,1.4,
C13C,V72J,7.6,1.9,
C13C,V72K,1.2,0.6,*
C13C,V72L,4.2,1.2,
C13C,V73A,16.7,2.4,
C13C,V73B,24.8,2.6,
C13C,V73C,11.6,2.2,
C13C,V73D,7.5,1.8,
C13C,V73E,10.1,1.7,
C13C,V73F,46.3,3.3,
C13C,V73G,2.9,1,*
C13C,V73H,6.6,1.6,
C13C,V73I,3.4,0.9,
C13C,V73J,5.2,1.6,*
C13C,V73K,3.2,1.2,*
C13D,V00T,66.1,1.6,
C13D,V01A,18.2,1.1,
C13D,V01B,19.6,1.3,
C13D,V01C,29.7,1.5,
C13D,V01D,14.8,1.2,
C13D,V01E,17.8,1.2,
C13D,V01M,7.7,0,
C13D,V02A,14.9,1.2,
C13D,V02B,13.1,1.2,
C13D,V02C,25.8,1.6,
C13D,V02D,19.4,1.3,
C13D,V02E,26.7,1.6,
C13D,V02M,8.1,0.1,
C13D,V03A,14.5,1.1,
C13D,V03B,16.1,1.2,
C13D,V03C,29.1,1.4,
C13D,V03D,16.4,1.3,
C13D,V03E,24,1.5,
C13D,V03M,8.1,0.1,
C13D,V04A,18.7,1.4,
C13D,V04B,18.7,1.4,
C13D,V04C,29.3,1.5,
C13D,V04D,14.7,1.2,
C13D,V04E,18.6,1.1,
C13D,V04M,7.8,0.1,
C13D,V05A,25.2,1.5,
C13D,V05B,19.4,1.3,
C13D,V05C,24.5,1.4,
C13D,V05D,11.8,0.9,
C13D,V05E,19.2,1.3,
C13D,V05M,7.5,0.1,
C13D,V06A,2.2,0.5,
C13D,V06B,4.5,0.6,
C13D,V06C,14.4,1.2,
C13D,V06D,38.7,1.5,
C13D,V06E,40.3,1.5,
C13D,V06M,7.8,0.1,
C13D,V07A,55.3,1.6,
C13D,V07B,15.1,1.2,
C13D,V07C,14.6,1.2,
C13D,V07D,12,1,
C13D,V07E,3,0.5,
C13D,V07M,2.9,0.1,
C13D,V08A,83.3,1.2,
C13D,V08B,7.3,0.9,
C13D,V08C,9.4,1,
C13D,V08M,4.9,0.1,
C13D,V09A,76.4,1.7,
C13D,V09B,13.4,1.4,
C13D,V09C,10.2,1.1,
C13D,V10A,72.2,1.9,
C13D,V10B,14.6,1.4,
C13D,V10C,13.3,1.4,
C13D,V11A,9.2,1,
C13D,V11B,60.5,1.7,
C13D,V11C,30.3,1.4,
C13D,V12A,8.3,1.1,
C13D,V12B,25.4,1.5,
C13D,V12C,47.8,1.8,
C13D,V12D,18.5,1.2,
C13D,V13A,41.1,1.7,
C13D,V13B,21.8,1.4,
C13D,V13C,50.8,1.6,
C13D,V13D,52.1,1.8,
C13D,V13E,20.5,1.5,
C13D,V13F,26.7,1.5,
C13D,V14A,29.3,1.3,
C13D,V14B,40,1.7,
C13D,V14C,19.6,1.3,
C13D,V14D,11.2,1.1,
C13D,V15A,28.9,1.4,
C13D,V15B,24.3,1.5,
C13D,V15C,15,1.3,
C13D,V15D,15,1.2,
C13D,V15E,16.7,1.2,
C13D,V16A,13.6,1.1,
C13D,V16B,5.4,0.7,
C13D,V17A,15.1,1.3,
C13D,V17B,35.1,1.7,
C13D,V17C,33.5,1.8,
C13D,V17D,16.4,1.1,
C13D,V18A,62.8,1.7,
C13D,V18B,51.6,1.7,
C13D,V18C,39.9,1.6,
C13D,V18D,36.5,1.6,
C13D,V18E,54.4,1.5,
C13D,V18F,22.9,1.3,
C13D,V18M,15.6,0.1,
C13D,V23A,11.7,1,
C13D,V23B,7.8,1,
C13D,V23C,22.2,1.2,
C13D,V23D,11.3,0.9,
C13D,V23E,13.9,1.2,
C13D,V23F,14.3,1.2,
C13D,V23G,4.7,0.8,
C13D,V23H,14.2,1.2,
C13D,V23M,6.3,0.1,
C13D,V24A,58,1.8,
C13D,V24B,82.9,1.2,
C13D,V24C,44.6,2.7,
C13D,V24D,66.6,1.7,
C13D,V25A,18.9,1.3,
C13D,V26A,46.2,1.6,
C13D,V26B,16.5,1.2,
C13D,V26C,17.3,1.1,
C13D,V26D,12.9,1.1,
C13D,V26E,7.1,0.9,
C13D,V26M,3.5,0.1,
C13D,V27A,53.7,2,
C13D,V27B,45.2,1.5,
C13D,V27C,45.6,1.7,
C13D,V27D,34.2,1.8,
C13D,V27E,11.8,1.2,
C13D,V27F,46.5,1.8,
C13D,V28A,15,1.5,
C13D,V29A,59.2,1.5,
C13D,V29B,83.4,1.3,
C13D,V29C,66.7,1.6,
C13D,V29D,77.8,1.5,
C13D,V30A,3.7,0.6,
C13D,V30B,76.9,1.3,
C13D,V30C,19.4,1.3,
C13D,V31A,2.6,0.6,
C13D,V31B,76.3,1.4,
C13D,V31C,21,1.4,
C13D,V32A,61,1.4,
C13D,V32B,23.5,1.2,
C13D,V32C,12,1.1,
C13D,V32D,3.4,0.6,
C13D,V33A,70.1,1.7,
C13D,V33B,77.6,1.3,
C13D,V34A,97.2,0.5,
C13D,V34B,96.7,0.6,
C13D,V34C,93.4,0.8,
C13D,V34D,96.7,0.6,
C13D,V34E,95.9,0.8,
C13D,V34F,92.9,0.7,
C13D,V35A,1.1,0.4,*
C13D,V35B,8.2,0.8,
C13D,V35C,21.5,1.4,
C13D,V35D,39,1.6,
C13D,V35E,30.2,1.5,
C13D,V35M,3.5,0,
C13D,V36A,3.6,0.6,
C13D,V36B,11.3,1,
C13D,V36C,32.4,1.7,
C13D,V36D,52.7,1.6,
C13D,V36M,8.3,0.1,
C13D,V37A,11.5,1.1,
C13D,V37B,26.8,1.6,
C13D,V37C,49.8,1.9,
C13D,V37D,12,1.2,
C13D,V37M,6.6,0.1,
C13D,V38A,16.2,1.4,
C13D,V38B,26.6,1.5,
C13D,V38C,36.7,1.5,
C13D,V38D,20.6,1.3,
C13D,V38M,6.5,0.1,
C13D,V39A,17,1.2,
C13D,V39B,28.6,1.5,
C13D,V39C,39.1,1.5,
C13D,V39D,15.3,1.3,
C13D,V39M,6.4,0.1,
C13D,V40A,21.5,1.3,
C13D,V40B,24.6,1.3,
C13D,V40C,36.3,1.6,
C13D,V40D,17.6,1.3,
C13D,V40M,6.3,0.1,
C13D,V41A,45.3,1.6,
C13D,V41B,32.1,1.6,
C13D,V41C,18.6,1.2,
C13D,V41D,4,0.7,
C13D,V41M,4.4,0.1,
C13D,V42A,35.3,1.6,
C13D,V42B,32.9,1.7,
C13D,V42C,24.8,1.6,
C13D,V42D,7.1,0.9,
C13D,V42M,5,0.1,
C13D,V43A,9.1,1.1,
C13D,V43B,14.1,1.1,
C13D,V43C,38.1,1.8,
C13D,V43D,38.6,1.6,
C13D,V43M,7.6,0.1,
C13D,V44A,1.8,0.4,
C13D,V44B,3.3,0.7,
C13D,V44C,9.7,1,
C13D,V44D,42.4,1.8,
C13D,V44E,42.8,1.8,
C13D,V45A,51.1,1.5,
C13D,V45B,57,1.7,
C13D,V45C,38.7,1.8,
C13D,V45D,53.4,1.8,
C13D,V46A,88.3,1.2,
C13D,V46B,85,1.3,
C13D,V46C,89.7,0.9,
C13D,V46D,55.8,1.5,
C13D,V46E,84.8,1.2,
C13D,V46F,85.3,1.1,
C13D,V47A,78.1,1.5,
C13D,V48A,3,0.5,
C13D,V48B,13.3,1.2,
C13D,V48C,25.6,1.3,
C13D,V48D,35,1.7,
C13D,V48E,23,1.5,
C13D,V48M,2.6,0,
C13D,V49A,49.5,1.8,
C13D,V49B,86.2,1.2,
C13D,V49C,38,1.8,
C13D,V50A,13.2,1.2,
C13D,V50B,43.8,1.6,
C13D,V50C,18.9,1.5,
C13D,V50D,24,1.7,
C13D,V51A,18.5,1.3,
C13D,V51B,58.5,1.6,
C13D,V51C,13.8,1.1,
C13D,V51D,9.1,0.8,
C13D,V00T,66.1,1.6,
C13D,V52A,45.7,2.4,
C13D,V52B,29.8,2.3,
C13D,V52C,21.3,1.6,
C13D,V52D,28.3,1.7,
C13D,V52E,6.6,1,
C13D,V52F,11.1,1.3,
C13D,V52G,19.3,1.7,
C13D,V52H,38.4,2,
C13D,V52I,4.4,0.8,
C13D,V52J,40.3,2.2,
C13D,V52K,11.3,1.4,
C13D,V52L,6,0.9,
C13D,V52M,9.8,1.3,
C13D,V52N,1.2,0.4,*
C13D,V53A,69.7,1.7,
C13D,V53B,28.1,1.7,
C13D,V53C,1.4,0.5,*
C13D,V53D,0.8,0.4,*
C13D,V54A,72.5,1.8,
C13D,V54B,26.1,1.8,
C13D,V54C,0.9,0.4,*
C13D,V54D,0.5,0.3,**
C13D,V00T,66.1,1.6,
C13D,V55A,80.4,1.1,
C13D,V55B,10.4,1,
C13D,V55C,3.6,0.6,
C13D,V55D,5.6,0.7,
C13D,V56A,51.5,1.9,
C13D,V56B,40.8,1.6,
C13D,V56C,3.7,0.6,
C13D,V56D,4,0.6,
C13D,V57A,14.1,1,
C13D,V58A,31.6,3.9,
C13D,V58B,32.2,3.7,
C13D,V58C,8.4,2.3,
C13D,V58D,45.7,5,
C13D,V58E,12.3,3,
C13D,V57B,9.7,1.2,
C13D,V59A,12.5,4.4,*
C13D,V59B,78.6,4.1,
C13D,V59C,9.9,3.1,*
C13D,V59D,16.8,3.7,
C13D,V57C,9.5,1,
C13D,V60A,34.1,5.8,
C13D,V60B,25.4,4.4,
C13D,V60C,38.8,5.6,
C13D,V60D,51.7,5.5,
C13D,V60E,32.4,5.1,
C13D,V60F,18.7,3.8,
C13D,V60G,32.7,5.8,
C13D,V60H,24,4.4,
C13D,V60I,35.1,4.4,
C13D,V60J,12.9,3.2,
C13D,V57D,8.5,0.7,
C13D,V61A,60.4,5.7,
C13D,V61B,76,4.3,
C13D,V61C,70.6,5.1,
C13D,V61D,53.3,6,
C13D,V61E,32.1,5.3,
C13D,V61F,34.3,5.3,
C13D,V61G,34.9,5.1,
C13D,V61H,3,1.8,**
C13D,V57E,62.9,1.6,
C13D,V62A,80.9,1.4,
C13D,V62B,68.8,2,
C13D,V62C,84.9,1.3,
C13D,V62D,59,1.9,
C13D,V63A,35,2.3,
C13D,V63B,17.7,2.3,
C13D,V63C,45.9,2.5,
C13D,V63D,19.8,1.7,
C13D,V63E,35.5,2.3,
C13D,V63F,10.7,1.5,
C13D,V63G,9.3,1.4,
C13D,V64A,27.1,1.5,
C13D,V64B,40.1,1.8,
C13D,V64C,52,1.8,
C13D,V64D,48,1.8,
C13D,V65A,11480.1,1111.8,
C13D,V65B,14821,1556.1,
C13D,V65C,26301.1,2032.7,
C13D,V66A,15.5,1.3,
C13D,V66B,13.6,1.2,
C13D,V66C,18.6,1.1,
C13D,V67A,31.4,1.9,
C13D,V67B,21.4,1.9,
C13D,V67C,13.6,1.8,
C13D,V67D,5.6,1.1,
C13D,V67E,7.2,1.2,
C13D,V67F,20.8,1.6,
C13D,V68A,4.4,0.5,
C13D,V68B,7.7,0.9,
C13D,V68C,8.3,1.2,
C13D,V68D,4.9,1,
C13D,V68E,8.2,1.5,
C13D,V68F,66.5,2.8,
C13D,V69A,444.8,33.1,
C13D,V69B,302.3,27.3,
C13D,V69C,193,26.1,
C13D,V69D,79.2,16.5,
C13D,V69E,102.1,17.2,
C13D,V69F,294.2,28.2,
C13D,V70A,9.8,1.8,
C13D,V70B,32.9,2.5,
C13D,V70C,14.6,2,
C13D,V70D,24.1,3.1,
C13D,V70E,10.2,1.8,
C13D,V70F,12.5,2,
C13D,V70G,11.2,1.9,
C13D,V70H,13,2,
C13D,V70I,8.8,1.9,
C13D,V71A,14821,1556.1,
C13D,V71B,1077.9,288.7,
C13D,V71C,2782,502.1,
C13D,V71D,1030.8,292.9,
C13D,V71E,2325.2,669.9,
C13D,V71F,937.6,393.4,*
C13D,V71G,993.1,358.4,*
C13D,V71H,919.5,275,
C13D,V71I,838.8,232.3,
C13D,V71J,575.3,160.2,
C13D,V71K,11480.1,1111.8,
C13D,V71L,26301.1,2032.7,
C13D,V72A,13.4,1.7,
C13D,V72B,15.9,1.7,
C13D,V72C,7.3,1.1,
C13D,V72D,12.9,1.3,
C13D,V72E,11.6,1.1,
C13D,V72F,43.4,2,
C13D,V72G,1.6,0.4,
C13D,V72H,8.1,1.2,
C13D,V72I,5.7,0.8,
C13D,V72J,8.5,1.1,
C13D,V72K,0.9,0.3,*
C13D,V72L,4.3,0.9,
C13D,V73A,18.5,2.1,
C13D,V73B,22.8,2.1,
C13D,V73C,9.2,1.3,
C13D,V73D,8.8,1.1,
C13D,V73E,11.1,1.3,
C13D,V73F,38.9,2.2,
C13D,V73G,1.4,0.4,*
C13D,V73H,6,1.2,
C13D,V73I,4,0.8,
C13D,V73J,5.5,1,
C13D,V73K,3.3,0.7,
C13E,V00T,35.4,1.3,
C13E,V01A,25.7,2,
C13E,V01B,22.5,2,
C13E,V01C,29.4,1.8,
C13E,V01D,12.1,1.5,
C13E,V01E,10.3,1.6,
C13E,V01M,7.3,0.1,
C13E,V02A,15.7,1.8,
C13E,V02B,13.7,1.6,
C13E,V02C,27.7,1.9,
C13E,V02D,19.8,1.9,
C13E,V02E,23.1,2.2,
C13E,V02M,8,0.1,
C13E,V03A,19.4,1.9,
C13E,V03B,17.7,1.9,
C13E,V03C,27.5,2.1,
C13E,V03D,17.4,1.8,
C13E,V03E,18,1.9,
C13E,V03M,7.8,0.1,
C13E,V04A,27.8,2.1,
C13E,V04B,21.4,1.7,
C13E,V04C,27.4,2.2,
C13E,V04D,12.4,1.4,
C13E,V04E,11,1.3,
C13E,V04M,7.3,0.1,
C13E,V05A,30.4,2.1,
C13E,V05B,22.8,1.9,
C13E,V05C,22.9,1.8,
C13E,V05D,10.2,1.4,
C13E,V05E,13.6,1.7,
C13E,V05M,7.1,0.1,
C13E,V06A,3.1,0.8,
C13E,V06B,6.1,1.1,
C13E,V06C,17.2,1.9,
C13E,V06D,39.6,2.6,
C13E,V06E,34,2.3,
C13E,V06M,7.4,0.1,
C13E,V07A,48,2.5,
C13E,V07B,17.3,1.7,
C13E,V07C,18.1,1.8,
C13E,V07D,12.5,1.5,
C13E,V07E,4.1,0.8,
C13E,V07M,3.3,0.1,
C13E,V08A,78.9,1.8,
C13E,V08B,8.6,1.2,
C13E,V08C,12.5,1.7,
C13E,V08M,4.2,0.2,
C13E,V09A,69.2,2.5,
C13E,V09B,17.7,2,
C13E,V09C,13.1,1.8,
C13E,V10A,63.6,2.3,
C13E,V10B,18.2,1.6,
C13E,V10C,18.2,2.1,
C13E,V11A,9.2,1.5,
C13E,V11B,47.8,2.6,
C13E,V11C,43,2.4,
C13E,V12A,13,1.6,
C13E,V12B,34.1,2.2,
C13E,V12C,40.5,2.3,
C13E,V12D,12.4,1.5,
C13E,V13A,57.7,2.2,
C13E,V13B,38,2.2,
C13E,V13C,67.2,2.1,
C13E,V13D,69,2.4,
C13E,V13E,38.7,2.4,
C13E,V13F,47,2.2,
C13E,V14A,16.1,1.8,
C13E,V14B,35.2,2.2,
C13E,V14C,27.4,2,
C13E,V14D,21.3,1.9,
C13E,V15A,17.3,1.9,
C13E,V15B,18.8,2,
C13E,V15C,17.3,1.8,
C13E,V15D,20.3,2,
C13E,V15E,26.3,1.9,
C13E,V16A,23.4,2,
C13E,V16B,10.7,1.3,
C13E,V17A,10.4,1.5,
C13E,V17B,32.3,2.5,
C13E,V17C,35.1,2.2,
C13E,V17D,22.3,2.1,
C13E,V18A,52.3,2.4,
C13E,V18B,39.7,2.5,
C13E,V18C,34.9,2.3,
C13E,V18D,26,2.3,
C13E,V18E,45.2,2.6,
C13E,V18F,32.4,2.2,
C13E,V18M,14.2,0.3,
C13E,V23A,17.6,1.7,
C13E,V23B,8.7,1.5,
C13E,V23C,23.3,1.7,
C13E,V23D,10.9,1.4,
C13E,V23E,12.8,1.5,
C13E,V23F,12.3,1.5,
C13E,V23G,4,0.9,
C13E,V23H,10.4,1.5,
C13E,V23M,5.8,0.1,
C13E,V24A,48.2,2.5,
C13E,V24B,74.9,1.8,
C13E,V24C,38,3,
C13E,V24D,63.1,2.4,
C13E,V25A,26.7,2.1,
C13E,V26A,36.5,2.1,
C13E,V26B,18.4,1.7,
C13E,V26C,21.3,1.9,
C13E,V26D,15.4,1.7,
C13E,V26E,8.4,1.3,
C13E,V26M,4,0.1,
C13E,V27A,56.7,2.1,
C13E,V27B,53,2.4,
C13E,V27C,53.9,2.4,
C13E,V27D,41.5,2.2,
C13E,V27E,15.6,1.7,
C13E,V27F,50.1,2.3,
C13E,V28A,19.5,2,
C13E,V29A,56.9,2.2,
C13E,V29B,84.3,1.7,
C13E,V29C,61.6,2.2,
C13E,V29D,78.7,2.1,
C13E,V30A,4.4,0.8,
C13E,V30B,70.8,2.2,
C13E,V30C,24.8,2.2,
C13E,V31A,3.9,0.9,
C13E,V31B,67.1,1.8,
C13E,V31C,29.1,1.9,
C13E,V32A,49.1,2.4,
C13E,V32B,29.9,2.1,
C13E,V32C,15.5,1.7,
C13E,V32D,5.5,1,
C13E,V33A,62,2.6,
C13E,V33B,73,2.2,
C13E,V34A,96.3,0.9,
C13E,V34B,95.5,1,
C13E,V34C,91.4,1.5,
C13E,V34D,95.6,1,
C13E,V34E,94.4,1,
C13E,V34F,90.9,1.4,
C13E,V35A,1.5,0.6,*
C13E,V35B,10.8,1.6,
C13E,V35C,20,1.8,
C13E,V35D,43.4,2.2,
C13E,V35E,24.2,2.2,
C13E,V35M,3.4,0,
C13E,V36A,5.2,1,
C13E,V36B,13.8,1.5,
C13E,V36C,35.4,2.2,
C13E,V36D,45.5,2.2,
C13E,V36M,8,0.1,
C13E,V37A,15.8,1.6,
C13E,V37B,30,2.1,
C13E,V37C,44.4,2.2,
C13E,V37D,9.8,1.3,
C13E,V37M,6.3,0.1,
C13E,V38A,19.7,2,
C13E,V38B,28.3,2.1,
C13E,V38C,35.9,2.3,
C13E,V38D,16.1,1.7,
C13E,V38M,6.2,0.1,
C13E,V39A,21.1,1.8,
C13E,V39B,29.4,2.3,
C13E,V39C,37.5,2.4,
C13E,V39D,12,1.6,
C13E,V39M,6.1,0.1,
C13E,V40A,26.8,2,
C13E,V40B,26.8,2.1,
C13E,V40C,33.7,2.3,
C13E,V40D,12.7,1.7,
C13E,V40M,5.9,0.1,
C13E,V41A,51.6,2.4,
C13E,V41B,28.6,2.4,
C13E,V41C,17.3,1.6,
C13E,V41D,2.5,0.6,
C13E,V41M,4.2,0.1,
C13E,V42A,40.2,2.1,
C13E,V42B,32.7,2.2,
C13E,V42C,22.3,2,
C13E,V42D,4.9,0.9,
C13E,V42M,4.7,0.1,
C13E,V43A,12,1.5,
C13E,V43B,18.3,1.7,
C13E,V43C,37.9,2.3,
C13E,V43D,31.8,2,
C13E,V43M,7.1,0.1,
C13E,V44A,2.8,0.7,
C13E,V44B,4.6,1,
C13E,V44C,12.3,1.7,
C13E,V44D,48.1,2.4,
C13E,V44E,32.2,1.9,
C13E,V45A,58.7,2.3,
C13E,V45B,64.9,2,
C13E,V45C,45.5,2.2,
C13E,V45D,60.5,2.3,
C13E,V46A,85.9,1.4,
C13E,V46B,83,1.7,
C13E,V46C,87.8,1.4,
C13E,V46D,51.8,2.4,
C13E,V46E,83,1.4,
C13E,V46F,82.9,1.8,
C13E,V47A,72,2,
C13E,V48A,13.7,1.5,
C13E,V48B,27.1,2.3,
C13E,V48C,29.7,2.2,
C13E,V48D,20.5,1.9,
C13E,V48E,8.9,1.4,
C13E,V48M,1.8,0.1,
C13E,V49A,42.7,2.6,
C13E,V49B,79.2,1.9,
C13E,V49C,29.8,2.4,
C13E,V50A,11.5,1.6,
C13E,V50B,38.4,2.3,
C13E,V50C,21.9,2,
C13E,V50D,28.3,2.2,
C13E,V51A,16.4,1.6,
C13E,V51B,54,2.3,
C13E,V51C,16.4,1.6,
C13E,V51D,13.2,1.7,
C13E,V52A,45,2.6,
C13E,V52B,31.7,2.8,
C13E,V52C,23.9,2.2,
C13E,V52D,32.6,2.7,
C13E,V52E,9.5,1.6,
C13E,V52F,14.8,2.3,
C13E,V52G,20.8,2.1,
C13E,V52H,38.5,2.8,
C13E,V52I,7.4,1.4,
C13E,V52J,46.1,2.9,
C13E,V52K,11.7,1.7,
C13E,V52L,8.2,1.3,
C13E,V52M,12.3,1.8,
C13E,V52N,1.4,0.6,*
C13E,V53A,62.4,2.9,
C13E,V53B,34.7,2.7,
C13E,V53C,1.8,0.7,*
C13E,V53D,1.1,0.7,**
C13E,V54A,66.5,2.3,
C13E,V54B,31.5,2.3,
